Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Source_File
2016-11-01,54.09929078014184,781.5957446808511,351.63829787234044,91.53191489361704,462.4503546099291,274.48581560283685,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-12-01,51.58064516129032,780.4982078853046,307.9569892473118,91.52688172043013,398.9964157706093,227.14336917562724,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2017-01-01,54.00337837837838,759.4324324324324,324.5844594594595,94.91554054054056,360.4324324324325,230.38513513513516,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-02-01,58.74216027874565,821.4947735191638,420.4738675958188,114.54006968641114,449.01742160278746,328.18118466898954,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-03-01,75.48360655737704,781.1092896174863,494.5218579234973,132.0792349726776,384.1994535519125,347.0191256830601,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-04-01,98.6426735218509,739.6812339331619,560.9974293059126,164.03598971722366,390.8457583547558,417.012853470437,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-05-01,101.79458239277652,704.4266365688487,575.7404063205418,151.1331828442438,456.49887133182847,465.5756207674944,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-06-01,97.66222222222224,688.0066666666667,567.5444444444445,134.20888888888888,521.4177777777778,504.40222222222224,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-07-01,95.54708520179372,696.5515695067264,565.4730941704036,147.65470852017938,499.6547085201794,493.1165919282511,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-08-01,108.36626506024096,668.8578313253012,540.7060240963856,142.7542168674699,503.44096385542167,472.7542168674699,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-09-01,96.56130790190736,673.8365122615804,486.4795640326976,134.44141689373296,452.93188010899183,408.14713896457766,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-10-01,61.86176470588235,772.4823529411765,423.6,85.25,534.2058823529412,335.68529411764706,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-11-01,55.89007092198582,774.6312056737588,352.468085106383,87.7872340425532,449.0851063829787,262.709219858156,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2017-12-01,53.27956989247312,767.3655913978495,306.20071684587816,88.50179211469533,424.6774193548387,233.66666666666663,monthly_daylight_avg_623099_40.01_-99.74_2017.csv
2018-01-01,52.62258064516129,735.4483870967742,313.31290322580645,93.5741935483871,386.40645161290325,232.66451612903225,monthly_daylight_avg_623099_40.01_-99.74_2018.csv
2018-02-01,63.4655737704918,764.7737704918032,400.1704918032787,108.91475409836066,397.9377049180328,289.4819672131148,monthly_daylight_avg_623099_40.01_-99.74_2018.csv
